date,temp_0,temp_0.5,temp_1,temp_1.5,temp_2,temp_2.5,temp_3,temp_3.5,temp_4,temp_4.5,temp_5,temp_5.5
1979-12-21,2.5035672187805176,2.7117576599121094,2.923738956451416,3.123856544494629,3.296689510345459,3.4347076416015625,3.5388031005859375,3.6140949726104736,3.6663010120391846,3.7001876831054688,3.7193398475646973,3.726386070251465
1979-12-22,4.687293529510498,4.684989929199219,4.679813385009766,4.669265270233154,4.664653778076172,4.633341312408447,4.56383752822876,4.434299468994141,4.199127197265625,3.8131446838378906,3.310635805130005,2.828813076019287
1979-12-23,4.82118034362793,4.819812297821045,4.819684028625488,4.816276550292969,4.813668251037598,4.810874938964844,4.798723220825195,4.761610507965088,4.659434795379639,4.366094589233398,3.7270994186401367,3.0117859840393066
1979-12-24,4.80751371383667,4.802667617797852,4.798142910003662,4.794267177581787,4.791290283203125,4.789359092712402,4.788348197937012,4.786317825317383,4.768093109130859,4.6309309005737305,3.990795612335205,3.0779340267181396
1979-12-25,4.86433219909668,4.848066329956055,4.832679748535156,4.819123268127441,4.808307647705078,4.803529739379883,4.801074981689453,4.800235271453857,4.798211097717285,4.753403663635254,4.123910903930664,2.9641685485839844
1979-12-26,4.820578575134277,4.797739028930664,4.775690078735352,4.755712032318115,4.746294021606445,4.739280700683594,4.739189624786377,4.727581024169922,4.725779056549072,4.722466468811035,4.293447494506836,2.8376874923706055
1979-12-27,4.787413597106934,4.758667469024658,4.730302333831787,4.703767776489258,4.699296951293945,4.680733680725098,4.667978763580322,4.663079261779785,4.653119087219238,4.652948379516602,4.408102989196777,2.763155460357666
1979-12-28,4.831236839294434,4.79606819152832,4.760603904724121,4.726398468017578,4.700682163238525,4.695339679718018,4.669699192047119,4.658554553985596,4.652218818664551,4.646493911743164,4.560131072998047,2.7433903217315674
1979-12-29,4.78781795501709,4.748946189880371,4.709274768829346,4.670230388641357,4.633661270141602,4.615348815917969,4.6019439697265625,4.601433753967285,4.578131198883057,4.573202133178711,4.566312789916992,2.6757121086120605
1979-12-30,4.803022384643555,4.768041610717773,4.731331825256348,4.693972110748291,4.680412292480469,4.65753173828125,4.624258041381836,4.61744499206543,4.597287178039551,4.582237720489502,4.5809855461120605,2.6243836879730225
